type,price,price_per_sqm,area,rooms,living_area,kitchen_area,gas,material,build_year,build_series_category,published,updated,level,levels,rubbish_chute,enterances,build_overlap,build_walls,heating,areaRating,city,remoute_from_center,agencyName,longitude,latitude
Многоквартирный дом,10000.0,323.0,31.0,1,15.8,7.0,Да,панель,1972.0,panel_series,2022-02-02,2022-02-03,4,5,Нет,6,Железобетонные,Панельные,центральное,3.6344512,Йошкар-Ола,3.222420595922224,Ирина,47.838514,56.63595600000001
Квартира,14000.0,368.0,38.0,1,,,unknown,кирпич,,unknown,2022-02-05,2022-02-09,5,10,0,0,0,0,0,3.6344512,Йошкар-Ола,4.2340558630551,Аренда квартир,47.821778,56.638516
Многоквартирный дом,11000.0,275.0,40.0,1,20.0,8.0,Да,кирпич,2013.0,brick_series,2020-11-30,2022-02-01,5,9,Нет,8,Железобетонные,Кирпич,центральное,3.6344512,Йошкар-Ола,4.039831869792702,Татьяна,47.825093,56.636328000000006
Многоквартирный дом,16000.0,281.0,57.0,2,38.0,12.0,Да,кирпич,1986.0,brick_series,2020-09-14,2022-02-10,3,9,Есть,1,Железобетонные,Кирпич,центральное,3.6344512,Йошкар-Ола,2.077111434653168,Первый Мега-магазин недвижимости,47.858394,56.644203000000005
Многоквартирный дом,15000.0,357.0,42.0,2,30.0,6.0,Да,кирпич,1960.0,brick_series,2022-02-02,2022-02-10,2,4,Нет,2,Железобетонные,Кирпич,центральное,3.6344512,Йошкар-Ола,1.561060294627776,Актив,47.88696,56.62491
Многоквартирный дом,15000.0,395.0,38.0,1,16.0,10.0,Да,кирпич,2017.0,unknown,2022-02-02,2022-02-02,7,10,Нет,8,Железобетонные,Кирпич,квартирное отопление (квартирный котел),3.6344512,Йошкар-Ола,2.4274025604390004,продавец,47.93034,56.638714
Многоквартирный дом,9000.0,243.0,37.0,1,18.0,8.0,Да,панель,1977.0,unknown,2022-02-01,2022-02-10,2,5,Нет,8,Железобетонные,Блочные,центральное,3.6344512,Йошкар-Ола,3.6290888473310527,Марий Эл недвижимость,47.949923,56.639011
Многоквартирный дом,13500.0,450.0,30.0,1,16.1,6.6,Да,кирпич,1967.0,panel_series,2022-01-13,2022-02-09,2,5,Нет,4,Железобетонные,Панельные,центральное,3.6344512,Йошкар-Ола,1.359199989013949,Vera,47.87714334976621,56.6291516768438
Многоквартирный дом,13000.0,371.0,35.0,1,17.0,6.0,Да,кирпич,1968.0,panel_series,2021-11-22,2022-01-31,5,5,Нет,4,Железобетонные,Панельные,центральное,3.6344512,Йошкар-Ола,1.6856165149998634,АН Ассоль,47.889349,56.623653
Многоквартирный дом,20000.0,357.0,56.0,2,38.0,12.0,Да,кирпич,1963.0,other_series,2017-04-13,2022-02-07,6,6,Нет,3,Железобетонные,Кирпич,центральное,3.6344512,Йошкар-Ола,0.6266630894874134,марина,47.881346,56.640926
Многоквартирный дом,11000.0,220.0,50.0,2,,,Да,кирпич,1971.0,brick_series,2019-12-09,2022-02-10,1,5,Нет,6,Железобетонные,Кирпич,центральное,3.6344512,Йошкар-Ола,2.864437845425738,Актив,47.84425,56.6367
Многоквартирный дом,10000.0,211.0,47.5,2,32.0,6.0,Да,кирпич,1969.0,brick_series,2022-01-31,2022-02-06,4,5,Нет,4,Железобетонные,Кирпич,центральное,3.6344512,Йошкар-Ола,2.8918700946797564,Первый Мега-магазин недвижимости,47.843688,56.639818000000005
Квартира,18000.0,450.0,40.0,1,29.0,9.4,unknown,кирпич,,unknown,2022-01-30,2022-02-05,10,10,0,0,0,0,0,3.6344512,Йошкар-Ола,3.7100098277770335,Михаил,47.8326741601159,56.6479961418745
Многоквартирный дом,12000.0,316.0,38.0,1,18.0,10.0,Да,кирпич,1997.0,brick_series,2022-02-01,2022-02-01,2,5,Нет,8,Железобетонные,Кирпич,центральное,3.6344512,Йошкар-Ола,3.855999246566537,Первый Мега-магазин недвижимости,47.828668,56.633521
Многоквартирный дом,10000.0,179.0,56.0,2,32.0,7.5,Нет,панель,1980.0,panel_series,2022-02-02,2022-02-02,4,9,Есть,4,Железобетонные,0,центральное,3.6344512,Йошкар-Ола,1.872435662964524,Марий Эл недвижимость,47.916425,56.629659
Многоквартирный дом,9000.0,231.0,39.0,1,20.0,8.0,Да,кирпич,1994.0,panel_series,2022-02-01,2022-02-10,2,5,Нет,8,Железобетонные,Панельные,центральное,3.6344512,Йошкар-Ола,3.8147517055118914,Первый Мега-магазин недвижимости,47.830061,56.631426
Многоквартирный дом,15000.0,254.0,59.0,2,32.0,12.0,Да,кирпич,2006.0,unknown,2022-01-31,2022-02-10,1,5,Нет,3,0,Кирпич,центральное,3.6344512,Йошкар-Ола,2.1869231880537545,АН АгентПлюс,47.921347,56.628674
Многоквартирный дом,12000.0,316.0,38.0,1,18.0,9.0,unknown,кирпич,2016.0,brick_series,2022-02-01,2022-02-08,9,9,0,5,Железобетонные,Кирпич,0,3.6344512,Йошкар-Ола,2.117531097172874,Продавец,47.856741,56.641906000000006
Многоквартирный дом,16500.0,471.0,35.0,1,,,Да,кирпич,2015.0,brick_series,2020-09-20,2022-01-31,3,10,0,1,Железобетонные,Кирпич,квартирное отопление (квартирный котел),3.6344512,Йошкар-Ола,2.8325773904901843,Иван,47.93599,56.633635
Многоквартирный дом,11000.0,344.0,32.0,1,,,Да,кирпич,2014.0,brick_series,2022-01-12,2022-02-04,7,10,Нет,5,Железобетонные,Кирпич,центральное,3.6344512,Йошкар-Ола,4.055260185689107,Сергей,47.825596,56.632778
Многоквартирный дом,20000.0,370.0,54.0,2,28.0,9.0,Да,кирпич,2012.0,unknown,2022-01-20,2022-02-02,2,9,Нет,1,Железобетонные,Кирпич,квартирное отопление (квартирный котел),3.6344512,Йошкар-Ола,3.3744379198488184,Татьяна ( риэлтор ),47.837786,56.64688
Многоквартирный дом,12000.0,286.0,42.0,1,20.0,14.0,Да,панель,2015.0,brick_series,2022-01-31,2022-02-10,1,9,Есть,1,Железобетонные,Кирпич,квартирное отопление (квартирный котел),3.6344512,Йошкар-Ола,3.553793310077328,Актив,47.834633,56.646613
Многоквартирный дом,15000.0,333.0,45.0,1,,,Да,кирпич,2014.0,brick_series,2022-02-05,2022-02-08,4,10,Нет,4,Железобетонные,Кирпич,квартирное отопление (квартирный котел),3.6344512,Йошкар-Ола,1.098723910036938,Аренда квартир,47.875309,56.633803
Многоквартирный дом,20000.0,526.0,38.0,1,,10.0,Да,кирпич,2017.0,unknown,2022-02-04,2022-02-04,6,9,Нет,1,Железобетонные,Кирпич,квартирное отопление (квартирный котел),3.6344512,Йошкар-Ола,2.354581273459023,Cobstvennik,47.854553,56.645748
Многоквартирный дом,11000.0,275.0,40.0,1,,,Да,кирпич,2011.0,brick_series,2022-02-01,2022-02-10,1,9,Нет,2,Железобетонные,Кирпич,квартирное отопление (квартирный котел),3.6344512,Йошкар-Ола,3.426953879847788,"Агентство недвижимости ""КЛЮЧ""",47.836727,56.646526
Многоквартирный дом,30000.0,353.0,85.0,3,65.0,10.0,Да,панель,1975.0,panel_series,2022-01-18,2022-02-10,3,5,Нет,6,Железобетонные,Панельные,центральное,3.6344512,Йошкар-Ола,3.027572311680706,Апарт-отель Квартирник,47.842106,56.634323
Многоквартирный дом,14000.0,187.0,75.0,2,,,Да,кирпич,1994.0,unknown,2019-12-03,2022-02-02,6,10,Нет,6,Железобетонные,Кирпич,центральное,3.6344512,Йошкар-Ола,2.676209563612451,вера,47.853749,56.651473
Многоквартирный дом,11000.0,289.0,38.0,1,17.0,9.0,Да,кирпич,2016.0,brick_series,2022-01-29,2022-01-29,8,9,Нет,4,Железобетонные,Кирпич,квартирное отопление (квартирный котел),3.6344512,Йошкар-Ола,2.7661996602010914,Агентство недвижимости «у‑ola12»,47.846958,56.644609
Многоквартирный дом,15000.0,357.0,42.0,1,20.0,10.0,Да,кирпич,2014.0,brick_series,2021-12-11,2022-02-10,6,10,Есть,1,Железобетонные,Кирпич,квартирное отопление (квартирный котел),3.6344512,Йошкар-Ола,3.5510949864048067,Первый Мега-магазин недвижимости,47.834992,56.647266
unknown,14000.0,389.0,36.0,1,18.0,9.0,Да,кирпич,2017.0,unknown,2021-04-27,2022-02-10,3,9,Нет,5,Железобетонные,Кирпич,квартирное отопление (квартирный котел),3.6344512,Йошкар-Ола,2.1051449816211685,Первый Мега-магазин недвижимости,47.924644,56.64180699999999
Квартира,25000.0,385.0,65.0,2,34.0,12.0,unknown,кирпич,,unknown,2021-03-03,2022-02-10,3,9,0,0,0,0,0,3.6344512,Йошкар-Ола,2.44520375625674,Марий Эл недвижимость,47.854818,56.648236
Квартира,23000.0,523.0,44.0,2,37.0,6.0,unknown,кирпич,,unknown,2021-06-24,2022-02-10,2,5,0,0,0,0,0,3.6344512,Йошкар-Ола,0.4398105210878292,Первый Мега-магазин недвижимости,47.8856549781875,56.6360088373802
Квартира,15000.0,375.0,40.0,1,17.0,9.0,unknown,кирпич,,unknown,2022-01-31,2022-02-10,10,10,0,0,0,0,0,3.6344512,Йошкар-Ола,1.696765766187706,"""ПРАКТИКА"" сервис недвижимости",47.87671,56.625653
Многоквартирный дом,12000.0,245.0,49.0,2,38.0,6.0,Да,панель,1975.0,panel_series,2022-01-31,2022-02-10,5,5,Нет,4,Железобетонные,Блочные,центральное,3.6344512,Йошкар-Ола,1.2110326761876598,"""ПРАКТИКА"" сервис недвижимости",47.871428,56.636635
Многоквартирный дом,10000.0,278.0,36.0,1,18.0,10.0,unknown,кирпич,1956.0,unknown,2022-01-27,2022-01-27,5,9,0,1,Деревянные,Деревянные,печное,3.6344512,Йошкар-Ола,2.6253656878541123,Первый Мега-магазин недвижимости,47.848826,56.634149
Многоквартирный дом,15000.0,268.0,56.0,3,34.0,6.0,Да,панель,1973.0,brick_series,2022-01-31,2022-02-10,5,6,Нет,4,Железобетонные,Кирпич,центральное,3.6344512,Йошкар-Ола,3.191168161476351,"""ПРАКТИКА"" сервис недвижимости",47.839304,56.634694
Многоквартирный дом,15000.0,326.0,46.0,2,32.0,6.0,Да,панель,1970.0,panel_series,2022-01-27,2022-01-27,3,5,Нет,6,Железобетонные,Панельные,центральное,3.6344512,Йошкар-Ола,0.3242107858777702,АН Ассоль,47.892592,56.641505
Многоквартирный дом,10000.0,303.0,33.0,1,18.0,6.0,Да,кирпич,1963.0,brick_series,2022-01-27,2022-02-10,3,4,Нет,4,Железобетонные,Кирпич,центральное,3.6344512,Йошкар-Ола,4.151691214010087,Марий Эл недвижимость,47.951064,56.621855
Многоквартирный дом,12000.0,286.0,42.0,1,18.5,12.0,unknown,кирпич,2013.0,unknown,2022-01-25,2022-02-10,1,7,0,2,Железобетонные,Кирпич,0,3.6344512,Йошкар-Ола,4.215590605311351,Марий Эл недвижимость,47.9525172831567,56.6221755033197
Многоквартирный дом,23000.0,383.0,60.0,3,,14.0,Да,кирпич,1960.0,brick_series,2020-08-13,2022-02-10,2,5,Нет,3,Железобетонные,Кирпич,центральное,3.6344512,Йошкар-Ола,0.4578803258000747,Марий Эл недвижимость,47.883394,56.638184
Многоквартирный дом,12000.0,203.0,59.0,2,,9.0,Да,кирпич,2016.0,unknown,2022-02-01,2022-02-01,2,9,0,3,Железобетонные,Кирпич,центральное,3.6344512,Йошкар-Ола,4.696429560341604,Ирина Семенова,47.967135,56.641718
Многоквартирный дом,10000.0,286.0,35.0,1,18.0,9.0,Да,панель,1984.0,other_series,2022-01-27,2022-02-10,4,5,Нет,6,Железобетонные,Блочные,центральное,3.6344512,Йошкар-Ола,2.1163975021495234,Актив,47.862256,56.649459
Многоквартирный дом,8000.0,400.0,20.0,1,15.0,,Нет,кирпич,1971.0,brick_series,2022-01-27,2022-02-04,2,5,Нет,3,Железобетонные,Кирпич,центральное,3.6344512,Йошкар-Ола,3.085353775607316,"АН ""Успех""",47.840823,56.635630000000006
Квартира,16000.0,291.0,55.0,2,35.0,8.0,unknown,панель,,unknown,2019-12-17,2022-02-10,4,5,0,0,0,0,0,3.6344512,Йошкар-Ола,1.0990309830526923,Первый Мега-магазин недвижимости,47.884682,56.62949
Многоквартирный дом,15000.0,417.0,36.0,1,17.0,9.0,Да,кирпич,2011.0,brick_series,2022-01-25,2022-02-10,4,9,Нет,8,Железобетонные,Кирпич,квартирное отопление (квартирный котел),3.6344512,Йошкар-Ола,4.061003805981793,Марий Эл недвижимость,47.824599,56.638471
Квартира,9000.0,237.0,38.0,1,18.0,10.0,unknown,кирпич,,unknown,2020-09-08,2022-02-10,3,5,0,0,0,0,0,3.6344512,Йошкар-Ола,3.291927456732377,Первый Мега-магазин недвижимости,47.8375984196434,56.6348849581724
Многоквартирный дом,10000.0,323.0,31.0,1,18.0,6.0,Да,кирпич,1968.0,panel_series,2021-11-21,2022-01-26,4,5,Нет,4,Железобетонные,Панельные,центральное,3.6344512,Йошкар-Ола,1.682452897928399,Марий Эл недвижимость,47.881929,56.62447
Многоквартирный дом,10000.0,270.0,37.0,1,,,Да,кирпич,1971.0,unknown,2022-01-27,2022-01-27,9,10,0,4,Железобетонные,Кирпич,центральное,3.6344512,Йошкар-Ола,0.2553201854137902,Марий Эл недвижимость,47.893275,56.64060500000001
